DATA_EMISSAO;DATA_EMBARQUE;HORA_EMBARQUE;CIA_BILHETE;TRECHO;ORIGEM;DESTINO;CUPOM;BILHETE;TIPO;CABINE;CIA_VOO;VALOR_BRL;EMPRESA;CNPJ;IATA_AGENCIA;BASE_VENDA;QTD_PAX;NUM_VOO;CONSOLIDADA
01/02/2019;11/09/2019;21:30;O6;CGH/SDU/CGH;CGH;SDU;1;2444523190;N;S;O6;R$ 146,30;EDESTINOS (SAO);62.282.892/0001-53;57934925;SAO;1;6032;ABALONE
01/02/2019;12/09/2019;10:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191711690;N;N;LA;R$ 1.004,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;3916;ABALONE
01/02/2019;13/09/2019;18:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191718321;N;N;JJ;R$ 1.054,24;HEDGING VIAGENS E TURISMO(SAO);62.282.892/0001-53;57934925;SAO;1;3912;ABALONE
01/02/2019;30/09/2019;19:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;P;G3;R$ 799,84;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1050;ABALONE
01/02/2019;01/10/2019;09:40;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;P;G3;R$ 731,84;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1014;ABALONE
01/02/2019;02/10/2019;08:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;P;G3;R$ 799,84;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1008;ABALONE
01/02/2019;03/10/2019;08:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;E;G3;R$ 559,84;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1008;ABALONE
01/02/2019;04/10/2019;07:10;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;A;G3;R$ 372,82;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1004;ABALONE
01/02/2019;05/10/2019;06:40;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;E;G3;R$ 519,84;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1002;ABALONE
01/02/2019;06/10/2019;08:15;O6;CGH/SDU/CGH;CGH;SDU;1;2444203225;N;L;O6;R$ 552,30;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;6002;ABALONE
01/02/2019;07/10/2019;08:15;O6;CGH/SDU/CGH;CGH;SDU;1;2444203224;N;L;O6;R$ 536,90;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;6002;ABALONE
01/02/2019;08/10/2019;06:15;LA;CGH/SDU/CGH;CGH;SDU;1;2190457791;N;N;LA;R$ 663,84;CVI;62.282.892/0001-53;57934925;SAO;1;3902;ABALONE
01/02/2019;09/10/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444226977;N;V;O6;R$ 778,40;BRW VIAG E TUR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;10/10/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444226973;N;V;O6;R$ 778,40;BRW VIAG E TUR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;11/10/2019;11:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444226978;N;V;O6;R$ 806,40;BRW VIAG E TUR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;12/10/2019;09:50;O6;CGH/SDU/CGH;CGH;SDU;1;2444553830;N;K;O6;R$ 778,50;SMP TOUR (SAO);62.282.892/0001-53;57934925;SAO;1;6004;ABALONE
01/02/2019;13/10/2019;09:40;LA;CGH/SDU/CGH;CGH;SDU;1;2192030144;N;S;LA;R$ 876,64;VERZANI & SANDRINI PARKING;62.282.892/0001-53;57934925;SAO;1;3914;ABALONE
01/02/2019;31/05/2019;13:30;LA;CGH/SDU/CGH;CGH;SDU;1;2191636822;N;N;JJ;R$ 878,24;FLYTOUR RIOCENTRO (REDE)(RIO);62.282.892/0001-53;57934925;RIO;1;3904;ABALONE
01/02/2019;01/06/2019;13:30;LA;CGH/SDU/CGH;CGH;SDU;1;2191636823;N;N;JJ;R$ 878,24;FLYTOUR RIOCENTRO (REDE)(RIO);62.282.892/0001-53;57934925;RIO;1;3904;ABALONE
01/02/2019;02/06/2019;09:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191643742;N;X;LA;R$ 1.218,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;3912;ABALONE
01/02/2019;03/06/2019;14:20;G3;CGH/SDU/CGH;CGH;SDU;1;310285950;N;N;G3;R$ 878,24;FLYTOUR RIOCENTRO (REDE)(RIO);62.282.892/0001-53;57934925;RIO;1;1050;ABALONE
01/02/2019;04/06/2019;18:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191652386;N;N;JJ;R$ 1.097,80;TURISMO MONTE ALEGRE (CPQ);62.282.892/0001-53;57934925;CPQ;1;3912;ABALONE
01/02/2019;05/06/2019;18:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191653518;N;V;JJ;R$ 1.189,82;CLC TURISMO (REDE)-(VIX);62.282.892/0001-53;57934925;SAO;1;3912;ABALONE
01/02/2019;06/06/2019;18:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191653519;N;V;JJ;R$ 1.070,83;CLC TURISMO (REDE)-(VIX);62.282.892/0001-53;57934925;SAO;1;3912;ABALONE
01/02/2019;07/06/2019;06:40;O6;CGH/SDU/CGH;CGH;SDU;1;2444358186;N;L;O6;R$ 2.250,00;CANTATUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;6000;ABALONE
01/02/2019;08/06/2019;06:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191662199;N;G;LA;R$ 179,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;3948;ABALONE
01/02/2019;09/06/2019;06:00;LA;CGH/SDU/CGH;CGH;SDU;1;2191662200;N;G;LA;R$ 179,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;3948;ABALONE
01/02/2019;10/06/2019;22:20;G3;CGH/SDU/CGH;CGH;SDU;1;310303362;N;N;G3;R$ 878,24;FLYTOUR RIOCENTRO (REDE)(RIO);62.282.892/0001-53;57934925;RIO;1;1020;ABALONE
01/02/2019;11/06/2019;04:55;LA;CGH/SDU/CGH;CGH;SDU;1;2191668325;N;G;LA;R$ 279,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;3944;ABALONE
01/02/2019;12/06/2019;07:10;G3;CGH/SDU/CGH;CGH;SDU;1;310305276;N;N;G3;R$ 525,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;1004;ABALONE
01/02/2019;13/06/2019;13:20;G3;CGH/SDU/CGH;CGH;SDU;1;309489237;N;N;G3;R$ 688,74;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1002;ABALONE
01/02/2019;14/06/2019;08:40;G3;CGH/SDU/CGH;CGH;SDU;1;309491207;N;O;G3;R$ 199,80;G3 VIAGENS E TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;1010;ABALONE
01/02/2019;15/06/2019;10:30;LA;CGH/SDU/CGH;CGH;SDU;1;2190757913;N;G;LA;R$ 199,80;G3 VIAGENS E TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;3918;ABALONE
01/02/2019;16/06/2019;08:10;G3;CGH/SDU/CGH;CGH;SDU;1;309491975;N;N;G3;R$ 214,80;G3 VIAGENS E TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;1008;ABALONE
01/02/2019;17/06/2019;14:20;G3;CGH/SDU/CGH;CGH;SDU;1;309492297;N;N;G3;R$ 1.108,80;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1050;ABALONE
01/02/2019;18/06/2019;14:20;G3;CGH/SDU/CGH;CGH;SDU;1;309492300;N;N;G3;R$ 831,59;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1050;ABALONE
01/02/2019;19/06/2019;14:20;G3;CGH/SDU/CGH;CGH;SDU;1;309492319;N;N;G3;R$ 831,59;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1050;ABALONE
01/02/2019;20/06/2019;08:10;G3;CGH/SDU/CGH;CGH;SDU;1;309492378;N;E;G3;R$ 649,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;1008;ABALONE
01/02/2019;21/06/2019;08:10;G3;CGH/SDU/CGH;CGH;SDU;1;309492394;N;E;G3;R$ 487,34;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;1008;ABALONE
01/02/2019;22/06/2019;04:20;G3;CGH/SDU/CGH;CGH;SDU;1;309492459;N;N;G3;R$ 999,80;DISCOVERING BRAZIL (RIO);62.282.892/0001-53;57934925;RIO;1;1030;ABALONE
01/02/2019;23/06/2019;13:55;O6;CGH/SDU/CGH;CGH;SDU;1;2444333645;N;E;O6;R$ 657,30;TREKAIR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;6020;ABALONE
01/02/2019;24/06/2019;04:10;LA;CGH/SDU/CGH;CGH;SDU;1;2190761407;N;G;JJ;R$ 199,80;SHOP TOUR (BAU);62.282.892/0001-53;57934925;BAU;1;3934;ABALONE
01/02/2019;25/06/2019;09:10;G3;CGH/SDU/CGH;CGH;SDU;1;309498333;N;P;G3;R$ 799,84;FLYTOUR CAMPO BELO(REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;1012;ABALONE
01/02/2019;26/06/2019;02:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190762916;N;Q;JJ;R$ 659,80;FREELANDTUR (SAO);62.282.892/0001-53;57934925;SAO;1;3928;ABALONE
01/02/2019;27/06/2019;02:20;G3;CGH/SDU/CGH;CGH;SDU;1;309500630;N;N;G3;R$ 139,24;FLYTOUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;1028;ABALONE
01/02/2019;28/06/2019;02:20;G3;CGH/SDU/CGH;CGH;SDU;1;309500648;N;N;G3;R$ 139,24;FLYTOUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;1028;ABALONE
01/02/2019;29/06/2019;15:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190760698;N;Q;JJ;R$ 80,00;MM CORPORATIVO (SAO);62.282.892/0001-53;57934925;SAO;1;3906;ABALONE
01/02/2019;30/06/2019;15:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190761543;N;Q;JJ;R$ 80,00;MM CORPORATIVO (SAO);62.282.892/0001-53;57934925;SAO;1;3906;ABALONE
01/02/2019;01/07/2019;15:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190761586;N;Q;JJ;R$ 80,00;MM CORPORATIVO (SAO);62.282.892/0001-53;57934925;SAO;1;3906;ABALONE
01/02/2019;02/07/2019;12:55;O6;CGH/SDU/CGH;CGH;SDU;1;2444323772;N;P;O6;R$ 569,00;G3 VIAGENS E TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;6008;ABALONE
01/02/2019;03/07/2019;14:20;G3;CGH/SDU/CGH;CGH;SDU;1;309504708;N;N;G3;R$ 224,80;BRW COPA VIAGENS (REDE) (RIO);62.282.892/0001-53;57934925;RIO;1;1004;ABALONE
01/02/2019;04/07/2019;14:20;G3;CGH/SDU/CGH;CGH;SDU;1;309504970;N;N;G3;R$ 224,80;BRW COPA VIAGENS (REDE) (RIO);62.282.892/0001-53;57934925;RIO;1;1004;ABALONE
01/02/2019;05/07/2019;07:10;G3;CGH/SDU/CGH;CGH;SDU;1;309508592;N;A;G3;R$ 467,84;TRAVEL PLUS TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;1004;ABALONE
01/02/2019;06/07/2019;17:20;G3;CGH/SDU/CGH;CGH;SDU;1;309509181;N;N;G3;R$ 351,84;FIEL-TOURS (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;1010;ABALONE
01/02/2019;07/07/2019;02:20;G3;CGH/SDU/CGH;CGH;SDU;1;309509432;N;N;G3;R$ 1.110,80;LIBER VIAGENS E TURISMO (BHZ);62.282.892/0001-53;57934925;BHZ;1;1028;ABALONE
01/02/2019;08/07/2019;02:20;G3;CGH/SDU/CGH;CGH;SDU;1;309509467;N;N;G3;R$ 1.110,80;LIBER VIAGENS E TURISMO (BHZ);62.282.892/0001-53;57934925;BHZ;1;1028;ABALONE
01/02/2019;09/07/2019;06:40;O6;CGH/SDU/CGH;CGH;SDU;1;2444300370;N;O;O6;R$ 112,00;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;6000;ABALONE
01/02/2019;10/07/2019;08:40;G3;CGH/SDU/CGH;CGH;SDU;1;309514703;N;E;G3;R$ 545,84;TRAVEL PLUS TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;1010;ABALONE
01/02/2019;11/07/2019;17:20;G3;CGH/SDU/CGH;CGH;SDU;1;309515440;N;N;G3;R$ 2.250,00;TRAVEL PLUS TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;1010;ABALONE
01/02/2019;12/07/2019;17:20;G3;CGH/SDU/CGH;CGH;SDU;1;309515467;N;N;G3;R$ 2.250,00;TRAVEL PLUS TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;1010;ABALONE
01/02/2019;13/07/2019;08:00;LA;CGH/SDU/CGH;CGH;SDU;1;2190777802;N;N;LA;R$ 999,80;CONEXXE TRAVEL (SAO);62.282.892/0001-53;57934925;SAO;1;3908;ABALONE
01/02/2019;14/07/2019;18:20;G3;CGH/SDU/CGH;CGH;SDU;1;309517559;N;N;G3;R$ 649,80;MM CORPORATIVO (SAO);62.282.892/0001-53;57934925;SAO;1;1056;ABALONE
01/02/2019;15/07/2019;15:50;LA;CGH/SDU/CGH;CGH;SDU;1;2190779637;N;Q;JJ;R$ 599,80;SETE MARES (SAO);62.282.892/0001-53;57934925;SAO;1;3908;ABALONE
01/02/2019;16/07/2019;09:40;LA;CGH/SDU/CGH;CGH;SDU;1;2190483692;N;Q;LA;R$ 317,98;AUTO SUTURE DO BRASIL LTDA;62.282.892/0001-53;57934925;SAO;1;3914;ABALONE
01/02/2019;17/07/2019;06:40;O6;CGH/SDU/CGH;CGH;SDU;1;2444226953;N;A;O6;R$ 1.519,00;ABASERVICE;62.282.892/0001-53;57934925;SAO;1;6000;ABALONE
01/02/2019;18/07/2019;06:40;G3;CGH/SDU/CGH;CGH;SDU;1;16728370;N;U;G3;R$ 415,84;OPEN LABS S.A;62.282.892/0001-53;57934925;SAO;1;1002;ABALONE
01/02/2019;19/07/2019;06:15;LA;CGH/SDU/CGH;CGH;SDU;1;2191034179;N;A;LA;R$ 123,11;VAI VOANDO (SAO);62.282.892/0001-53;57934925;SAO;1;3902;ABALONE
01/02/2019;20/07/2019;07:25;O6;CGH/SDU/CGH;CGH;SDU;1;2444626655;N;K;O6;R$ 731,50;BRW VIAG E TUR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;21/07/2019;07:25;O6;CGH/SDU/CGH;CGH;SDU;1;2444626656;N;K;O6;R$ 731,50;BRW VIAG E TUR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;22/07/2019;11:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192045297;N;G;JJ;R$ 217,80;PINHEIRO MACHADO (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;3924;ABALONE
01/02/2019;23/07/2019;08:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192046389;N;G;JJ;R$ 305,80;TRAVEL SOLUTIONS (SAO);62.282.892/0001-53;57934925;SAO;1;3940;ABALONE
01/02/2019;24/07/2019;11:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192047407;N;G;JJ;R$ 255,80;PINHEIRO MACHADO (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;3924;ABALONE
01/02/2019;25/07/2019;09:50;O6;CGH/SDU/CGH;CGH;SDU;1;2444603891;N;K;O6;R$ 778,50;SHABATOUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;6004;ABALONE
01/02/2019;26/07/2019;09:50;O6;CGH/SDU/CGH;CGH;SDU;1;2444603892;N;K;O6;R$ 778,50;SHABATOUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;6004;ABALONE
01/02/2019;27/07/2019;02:20;G3;CGH/SDU/CGH;CGH;SDU;1;310621127;N;N;G3;R$ 388,80;PENINSULA VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;1028;ABALONE
01/02/2019;28/07/2019;02:20;G3;CGH/SDU/CGH;CGH;SDU;1;310621160;N;N;G3;R$ 388,80;PENINSULA VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;1028;ABALONE
01/02/2019;29/07/2019;11:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192047534;N;G;JJ;R$ 174,80;PINHEIRO MACHADO (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;3924;ABALONE
01/02/2019;30/07/2019;17:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192047281;N;O;JJ;R$ 481,80;VIA MONDO (SAO);62.282.892/0001-53;57934925;SAO;1;3910;ABALONE
01/02/2019;31/07/2019;11:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192047465;N;S;JJ;R$ 696,80;PINHEIRO MACHADO (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;3924;ABALONE
01/02/2019;01/08/2019;19:20;LA;CGH/SDU/CGH;CGH;SDU;1;2192048314;N;N;JJ;R$ 1.097,80;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;3914;ABALONE
01/02/2019;02/08/2019;12:20;G3;CGH/SDU/CGH;CGH;SDU;1;310622913;N;N;G3;R$ 169,80;DMP (SAO);62.282.892/0001-53;57934925;SAO;1;1046;ABALONE
01/02/2019;03/08/2019;04:10;LA;CGH/SDU/CGH;CGH;SDU;1;2192021181;N;O;JJ;R$ 399,06;AD TURISMO (SAO);62.282.892/0001-53;57934925;SAO;1;3934;ABALONE
01/02/2019;04/08/2019;15:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192056359;N;V;JJ;R$ 1.001,44;PINHEIRO MACHADO (REDE) (CPQ);62.282.892/0001-53;57934925;CPQ;1;3906;ABALONE
01/02/2019;05/08/2019;22:20;G3;CGH/SDU/CGH;CGH;SDU;1;310634130;N;N;G3;R$ 169,80;EXCEPCIONAL VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;1020;ABALONE
01/02/2019;06/08/2019;22:20;G3;CGH/SDU/CGH;CGH;SDU;1;310634180;N;N;G3;R$ 169,80;EXCEPCIONAL VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;1020;ABALONE
01/02/2019;07/08/2019;12:55;O6;CGH/SDU/CGH;CGH;SDU;1;2444603905;N;K;O6;R$ 913,50;SETE MARES (SAO);62.282.892/0001-53;57934925;SAO;1;6008;ABALONE
01/02/2019;08/08/2019;16:20;G3;CGH/SDU/CGH;CGH;SDU;1;310637660;N;N;G3;R$ 217,80;TEKA (SAO);62.282.892/0001-53;57934925;SAO;1;1008;ABALONE
01/02/2019;09/08/2019;13:30;LA;CGH/SDU/CGH;CGH;SDU;1;2192063882;N;N;JJ;R$ 1.097,80;STELL TOUR VIAGENS (SAO);62.282.892/0001-53;57934925;SAO;1;3904;ABALONE
01/02/2019;10/08/2019;14:00;LA;CGH/SDU/CGH;CGH;SDU;1;2192064908;N;S;JJ;R$ 968,80;VIAJA MAIS (CGB);62.282.892/0001-53;57934925;BSB;1;3904;ABALONE
01/02/2019;11/08/2019;18:20;G3;CGH/SDU/CGH;CGH;SDU;1;309518334;N;N;G3;R$ 599,80;SETE MARES (SAO);62.282.892/0001-53;57934925;SAO;1;1012;ABALONE
01/02/2019;12/08/2019;19:20;G3;CGH/SDU/CGH;CGH;SDU;1;309520100;N;N;G3;R$ 999,80;VERMARI BUREAU (REDE)-(SAO);62.282.892/0001-53;57934925;SAO;1;1014;ABALONE
01/02/2019;13/08/2019;09:10;G3;CGH/SDU/CGH;CGH;SDU;1;309521092;N;T;G3;R$ 1.819,04;FLYTOUR SP PACAEMBU(REDE)(SAO);62.282.892/0001-53;57934925;SAO;1;1012;ABALONE
01/02/2019;17/03/2019;23:00;G3;CGH/SDU/CGH;CGH;SDU;1;309479223;N;T;G3;R$ 1.750,24;RSC TRAVEL SERVICE (REDE)(SAO);62.282.892/0001-53;57934925;SAO;1;1034;ABALONE
01/02/2019;18/03/2019;00:00;O6;CGH/SDU/CGH;CGH;SDU;1;2444294374;N;L;O6;R$ 570,50;GIORGI & ALENCAR (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;6006;ABALONE
01/02/2019;19/03/2019;01:00;G3;CGH/SDU/CGH;CGH;SDU;1;309479703;N;U;G3;R$ 455,84;JORNADA VIAGENS (REDE) (SAO);62.282.892/0001-53;57934925;SAO;1;1002;ABALONE
